Date,WeekDay,O,H,L,C
04-06-04,6,24.1,24.1,23.6,23.74
07-06-04,2,24.6,24.8,24.5,24.76
09-06-04,4,24.9,24.9,24.6,24.6
10-06-04,5,24.2,24.2,24.2,24.2
14-06-04,2,22.98,22.98,22.98,22.98
15-06-04,3,22.91,22.91,22.61,22.63
17-06-04,5,22.94,22.94,22.94,22.94
18-06-04,6,23.8,23.8,23.43,23.65
21-06-04,2,23.5,23.5,23.5,23.5
22-06-04,3,22.75,22.75,22.3,22.75
08-07-04,5,22.7,22.7,22.7,22.7
20-07-04,3,23.98,23.98,23.98,23.98
22-07-04,5,23.6,23.6,23.6,23.6
26-07-04,2,24.1,24.1,24.1,24.1
12-08-04,5,24.1,24.1,24.1,24.1
09-09-04,5,24.6,24.6,24.6,24.6
10-09-04,6,24.33,24.79,24.33,24.79
14-09-04,3,24.2,24.2,24.2,24.2
15-09-04,4,24.5,25,24.5,25
23-09-04,5,26.5,26.5,26.5,26.5
24-09-04,6,26.1,26.1,26.1,26.1
27-09-04,2,26.05,26.05,25.65,25.65
28-09-04,3,25.6,25.99,25.6,25.99
29-09-04,4,25.5,25.7,25.5,25.7
30-09-04,5,25.55,26,25.53,26
01-10-04,6,25.79,26,25.5,26
06-10-04,4,26.8,26.8,26.8,26.8
02-11-04,3,25.7,25.7,25.43,25.43
03-11-04,4,26,26,26,26
04-11-04,5,27,27,27,27
29-11-04,2,29.5,29.5,29.5,29.5
02-12-04,5,32,32.2,31.5,32
06-12-04,2,33,33,33,33
22-12-04,4,33.4,33.4,33.4,33.4
23-12-04,5,33.55,33.55,33.55,33.55
24-12-04,6,34.2,34.2,33.9,33.9
27-12-04,2,34.5,34.5,34.1,34.1
29-12-04,4,34.4,34.4,34.4,34.4
30-12-04,5,34.4,35.15,34.4,35.15
03-01-05,2,35.1,35.1,35.1,35.1
05-01-05,4,35.8,35.8,35.8,35.8
10-01-05,2,34.3,34.3,34.3,34.3
13-01-05,5,31.8,31.8,31.8,31.8
14-01-05,6,33,33,33,33
17-01-05,2,33,33,32.2,32.2
31-01-05,2,34.8,34.8,34.8,34.8
02-02-05,4,34.8,34.8,34.8,34.8
03-02-05,5,35.7,35.7,35.7,35.7
04-02-05,6,35.4,35.4,35.4,35.4
09-02-05,4,34.8,34.8,34.8,34.8
21-02-05,2,34.79,35,34.79,35
24-02-05,5,36.2,36.2,36.2,36.2
28-02-05,2,37.59,37.59,37.59,37.59
01-03-05,3,37.36,37.36,37.36,37.36
02-03-05,4,38.05,38.05,37.8,37.8
03-03-05,5,38.2,38.2,38.2,38.2
07-03-05,2,38.93,41,38.93,40.75
08-03-05,3,40.1,40.3,39.61,39.61
10-03-05,5,40.1,40.1,40.1,40.1
14-03-05,2,39.7,39.7,39.7,39.7
22-03-05,3,37.1,37.1,37.1,37.1
24-03-05,5,35.2,35.2,35.2,35.2
29-03-05,3,35.4,35.7,35.4,35.4
30-03-05,4,34.4,34.6,34.4,34.6
31-03-05,5,36,36,35.7,35.7
01-04-05,6,36.25,36.58,36.25,36.58
18-04-05,2,34.2,34.2,34.1,34.1
19-04-05,3,34.7,34.7,34.7,34.7
25-04-05,2,34.7,35,34.7,35
26-04-05,3,35,35,35,35
28-04-05,5,34.15,34.15,33.8,33.8
04-05-05,4,33.33,33.33,33.33,33.33
05-05-05,5,33.7,33.7,33.7,33.7
06-05-05,6,33.3,34,33.3,34
16-05-05,2,34.1,34.1,34.1,34.1
19-05-05,5,34.7,34.7,34.7,34.7
25-05-05,4,35.7,35.7,35.7,35.7
26-05-05,5,35.5,35.5,35.5,35.5
31-05-05,3,34.77,34.77,34.77,34.77
06-06-05,2,35.6,35.6,35.53,35.53
07-06-05,3,35.7,35.7,35.7,35.7
08-06-05,4,37,37,37,37
10-06-05,6,36.9,37,36.9,37
15-06-05,4,37.8,37.9,37.8,37.9
17-06-05,6,36.2,36.2,36.2,36.2
22-06-05,4,36.65,36.9,36.2,36.9
23-06-05,5,36.1,36.1,36.1,36.1
29-06-05,4,36.7,36.7,36.7,36.7
30-06-05,5,37.5,37.5,37.5,37.5
01-07-05,6,38.2,38.2,38.2,38.2
04-07-05,2,38.15,38.4,38.15,38.4
06-07-05,4,38.5,38.5,38.5,38.5
07-07-05,5,38.7,38.7,38.7,38.7
08-07-05,6,38.8,38.8,38.8,38.8
11-07-05,2,46.5,46.5,38.7,38.7
12-07-05,3,39.9,39.9,39.2,39.2
14-07-05,5,39.7,39.7,39.05,39.05
15-07-05,6,36.32,46.81,36.32,39.4
18-07-05,2,39.1,39.1,38.99,38.99
20-07-05,4,34.7,46.4,33.34,39.7
26-07-05,3,41.5,42.4,41.5,42.03
27-07-05,4,43.6,43.6,43.6,43.6
29-07-05,6,44.58,44.58,38,44.35
01-08-05,2,44,44.5,43.36,43.58
02-08-05,3,44.3,44.8,43.7,43.7
03-08-05,4,44.8,44.8,44,44.8
04-08-05,5,38.61,44.2,38.61,44.2
05-08-05,6,44.7,44.7,44,44.6
08-08-05,2,43.2,43.21,42.2,42.35
09-08-05,3,42.31,43,41.5,41.75
10-08-05,4,42.3,42.3,42.3,42.3
11-08-05,5,43.8,43.8,42.8,42.8
12-08-05,6,43.67,43.67,43.67,43.67
16-08-05,3,43.9,43.9,43.35,43.35
17-08-05,4,43.8,43.8,43.8,43.8
18-08-05,5,43.7,43.78,43.43,43.43
19-08-05,6,42.96,42.96,42.65,42.65
22-08-05,2,50,50,41.91,41.91
23-08-05,3,42.38,42.38,41.2,41.2
24-08-05,4,41.2,41.2,41.2,41.2
25-08-05,5,41.4,41.4,41.1,41.1
30-08-05,3,41.1,41.5,40.9,40.9
31-08-05,4,41.8,41.8,41.8,41.8
01-09-05,5,42.2,42.2,41.54,41.59
02-09-05,6,41.3,41.3,41.3,41.3
05-09-05,2,42.8,42.8,42.8,42.8
06-09-05,3,42.9,42.98,42.9,42.98
08-09-05,5,43.3,43.3,43.3,43.3
09-09-05,6,43.2,43.2,43.2,43.2
12-09-05,2,43.81,43.81,43.8,43.8
13-09-05,3,45,45,44.2,44.2
14-09-05,4,45.15,45.15,44.8,45.03
15-09-05,5,45.11,45.11,45.11,45.11
16-09-05,6,45.16,45.75,45.16,45.75
19-09-05,2,45.75,46.2,45.75,46.2
21-09-05,4,46.8,46.9,46.8,46.9
23-09-05,6,44.4,44.4,44.4,44.4
27-09-05,3,46.6,46.6,46.3,46.3
28-09-05,4,46.3,46.3,46.3,46.3
29-09-05,5,47.3,47.3,46.7,46.7
30-09-05,6,46.8,46.8,46.8,46.8
04-10-05,3,47.3,48,47.3,48
06-10-05,5,46.6,46.6,46.6,46.6
07-10-05,6,45.2,45.2,45.2,45.2
13-10-05,5,45.91,45.91,45.91,45.91
21-10-05,6,42.4,42.57,42.4,42.54
24-10-05,2,41.8,41.8,41.8,41.8
25-10-05,3,41.9,42.63,41.9,42.61
28-10-05,6,40.2,40.2,40.2,40.2
09-11-05,4,42.1,42.1,42.1,42.1
10-11-05,5,42.2,42.2,42.2,42.2
11-11-05,6,42.4,42.4,42.4,42.4
14-11-05,2,42.9,43.2,42.9,43.2
16-11-05,4,43.7,43.7,43.7,43.7
17-11-05,5,44.5,44.5,44.5,44.5
18-11-05,6,45.45,45.45,44.9,44.9
21-11-05,2,44,44,44,44
22-11-05,3,43.5,43.5,43.5,43.5
23-11-05,4,43.7,43.7,43.7,43.7
24-11-05,5,44.3,44.3,44.3,44.3
25-11-05,6,44.8,44.8,44.8,44.8
28-11-05,2,45.4,45.4,45.4,45.4
29-11-05,3,44.8,44.8,44.8,44.8
30-11-05,4,45.18,45.18,45.18,45.18
01-12-05,5,44.1,44.1,43.4,44.1
02-12-05,6,45,45,45,45
05-12-05,2,44.5,44.5,44.5,44.5
06-12-05,3,43.8,43.8,43.6,43.6
07-12-05,4,43.9,43.9,43.9,43.9
08-12-05,5,44.1,44.1,43.9,43.9
09-12-05,6,44.2,44.4,43.61,44.4
12-12-05,2,44.9,44.9,44.9,44.9
13-12-05,3,45.6,45.6,45.6,45.6
14-12-05,4,46.06,46.4,46.06,46.4
15-12-05,5,46.1,46.5,45.6,46.5
16-12-05,6,44.52,46,44.52,45.7
19-12-05,2,46.5,46.5,46,46.5
21-12-05,4,46.4,46.4,46.4,46.4
26-12-05,2,44.31,44.31,44.31,44.31
02-01-06,2,46.5,46.5,46.5,46.5
04-01-06,4,48,48.46,48,48.3
05-01-06,5,48.6,48.8,48.29,48.4
06-01-06,6,49.3,49.43,48.5,48.5
09-01-06,2,47.7,47.7,47.7,47.7
10-01-06,3,47.6,47.6,47.6,47.6
12-01-06,5,47.7,47.7,47.7,47.7
13-01-06,6,47.8,48.1,47.7,47.7
16-01-06,2,47,47,47,47
17-01-06,3,47,47,47,47
18-01-06,4,45.8,45.8,45.5,45.5
19-01-06,5,46.2,46.2,46.2,46.2
23-01-06,2,46.3,46.3,46.3,46.3
24-01-06,3,46.9,46.9,46.9,46.9
25-01-06,4,46.9,46.9,46.9,46.9
27-01-06,6,46.8,47.6,46.8,47.6
30-01-06,2,46.6,46.6,46.6,46.6
02-02-06,5,46,46,46,46
03-02-06,6,45.5,45.5,45.5,45.5
06-02-06,2,46.2,46.2,46.2,46.2
07-02-06,3,46.5,46.5,46.4,46.4
08-02-06,4,46.4,46.4,46.2,46.2
10-02-06,6,47.2,47.2,47.2,47.2
13-02-06,2,47.6,47.6,47.6,47.6
15-02-06,4,45.5,46,45.44,45.8
16-02-06,5,46.1,46.1,46.1,46.1
17-02-06,6,45.4,45.5,45.25,45.25
20-02-06,2,44,44.8,44,44.8
21-02-06,3,45.2,45.2,45.2,45.2
23-02-06,5,44.68,44.68,44.68,44.68
27-02-06,2,45.2,46.2,45.2,46.2
28-02-06,3,45.4,45.4,45.4,45.4
02-03-06,5,46.5,47,46.5,46.75
03-03-06,6,47.1,47.1,47.1,47.1
06-03-06,2,46.3,47.09,46.3,46.31
07-03-06,3,46,46,46,46
08-03-06,4,46.1,46.1,46.1,46.1
10-03-06,6,46.4,46.4,46.4,46.4
21-03-06,3,46.9,47,46.9,47
23-03-06,5,45.8,47,45.77,47
24-03-06,6,46.9,46.9,46.9,46.9
27-03-06,2,47.2,47.2,46.9,46.9
28-03-06,3,46.6,46.6,46.59,46.59
29-03-06,4,46.47,46.47,46.47,46.47
30-03-06,5,47.2,47.2,47.2,47.2
31-03-06,6,47.1,47.1,47.1,47.1
05-04-06,4,48.5,48.5,48.4,48.4
07-04-06,6,48.4,48.4,48.4,48.4
10-04-06,2,46.7,46.7,46.7,46.7
12-04-06,4,46.5,46.5,45.67,45.67
13-04-06,5,45.1,45.7,44.8,44.8
19-04-06,4,47.3,47.3,45.95,45.95
21-04-06,6,45.58,45.7,45.58,45.67
24-04-06,2,46,46,45.7,45.7
25-04-06,3,45.7,45.7,44.9,44.9
26-04-06,4,45.2,45.3,44.9,44.9
28-04-06,6,43.6,43.7,43.6,43.7
02-05-06,3,47.7,47.7,47.7,47.7
03-05-06,4,47.5,47.5,47.5,47.5
04-05-06,5,48.4,49.1,48.4,49.1
05-05-06,6,49.6,49.6,48.8,48.8
08-05-06,2,48.4,49.11,48.4,49.11
10-05-06,4,50.2,50.2,50.2,50.2
11-05-06,5,49.6,50.4,49.6,50
12-05-06,6,48.5,48.5,48.5,48.5
15-05-06,2,48.5,48.5,47.7,47.95
16-05-06,3,46.3,46.3,46.3,46.3
18-05-06,5,46.9,47.4,46.3,46.3
19-05-06,6,44.2,44.2,44.2,44.2
22-05-06,2,42.9,42.9,42.5,42.5
23-05-06,3,42.1,42.1,42.1,42.1
29-05-06,2,44.3,44.3,43.5,43.5
01-06-06,5,41.4,41.4,41.4,41.4
05-06-06,2,41.6,41.6,41.6,41.6
07-06-06,4,40,40,40,40
08-06-06,5,38.37,38.37,38.35,38.35
09-06-06,6,37.5,38.5,37.1,38.5
13-06-06,3,35.7,35.7,35.7,35.7
14-06-06,4,37.1,37.1,35,35
15-06-06,5,37,37,37,37
22-06-06,5,38.2,38.5,38.2,38.4
26-06-06,2,37.3,37.3,37.1,37.12
03-07-06,2,37.83,37.83,37.83,37.83
04-07-06,3,37.7,38.7,37.7,38.7
11-07-06,3,38,38,38,38
13-07-06,5,37.1,37.8,37.1,37.8
17-07-06,2,37,37,37,37
19-07-06,4,36.2,36.2,35,35
20-07-06,5,36.7,37,36.7,36.98
27-07-06,5,39.2,39.2,39.2,39.2
28-07-06,6,41.1,41.1,41.1,41.1
31-07-06,2,41.4,41.4,41.3,41.3
07-08-06,2,42.4,42.4,42.4,42.4
08-08-06,3,42.6,42.6,42.6,42.6
09-08-06,4,43.4,43.4,43.4,43.4
11-08-06,6,43.7,43.7,43.7,43.7
21-08-06,2,44.6,44.6,44.6,44.6
22-08-06,3,45.13,45.13,45.1,45.1
23-08-06,4,44.6,44.6,44.6,44.6
24-08-06,5,44.1,44.1,44.1,44.1
07-09-06,5,47,47,46.4,46.4
08-09-06,6,46.9,46.9,46.9,46.9
12-09-06,3,45,46,45,46
14-09-06,5,48.9,49.6,48.9,49.6
15-09-06,6,49.6,49.6,48.9,49
18-09-06,2,49.5,49.6,49.5,49.6
25-09-06,2,50.2,50.2,50.2,50.2
26-09-06,3,50.5,50.5,50.5,50.5
27-09-06,4,52.1,52.1,51.2,51.4
28-09-06,5,53.7,54.1,53.7,54.1
03-10-06,3,53.7,53.7,53.7,53.7
04-10-06,4,52.8,52.8,52.4,52.4
05-10-06,5,54.2,54.2,54.2,54.2
06-10-06,6,54,54,54,54
11-10-06,4,53.4,53.4,53.2,53.2
12-10-06,5,52.8,52.8,52.8,52.8
16-10-06,2,54.6,54.6,53.7,54.3
17-10-06,3,54.5,54.5,53.6,53.78
23-10-06,2,53.7,53.7,53.7,53.7
31-10-06,3,56.8,56.8,56,56.5
01-11-06,4,57.6,57.6,57.6,57.6
06-11-06,2,57.3,57.3,56.3,57.2
09-11-06,5,57.5,57.5,57.5,57.5
10-11-06,6,58.9,58.9,58.9,58.9
14-11-06,3,58.6,58.6,58.6,58.6
15-11-06,4,59.9,60.8,59.9,60.5
16-11-06,5,63.7,63.7,63.6,63.6
17-11-06,6,62.5,62.5,62.1,62.1
23-11-06,5,61.6,62.3,61.6,62.3
24-11-06,6,62.3,62.3,62.3,62.3
27-11-06,2,62.3,62.3,62.3,62.3
28-11-06,3,61.9,61.9,61.4,61.4
30-11-06,5,62.5,62.5,62.5,62.5
01-12-06,6,63,63.5,63,63.5
06-12-06,4,63,63,62.8,62.8
07-12-06,5,63.5,63.5,63,63
11-12-06,2,60,60,58.8,58.8
12-12-06,3,58,58,55.6,55.6
13-12-06,4,56.5,58.3,56.4,58.2
14-12-06,5,59.3,59.5,58.3,59.5
18-12-06,2,60,60.2,60,60.2
20-12-06,4,59.3,59.3,59.3,59.3
26-12-06,3,58.5,59.8,58.5,59.8
27-12-06,4,60,60,60,60
28-12-06,5,60.4,61.4,60.4,61.4
28-12-06,5,60.4,61.4,60.4,61.4
02-01-07,3,60.5,60.5,60.5,60.5
03-01-07,4,60.5,61,60.5,61
04-01-07,5,62,62,62,62
05-01-07,6,60.8,61.4,60.8,61.4
09-01-07,3,60.4,60.4,59.5,59.5
10-01-07,4,58.7,58.7,57.5,57.8
11-01-07,5,58.3,58.3,58,58
17-01-07,4,63,63,63,63
18-01-07,5,63,63,62.4,62.4
19-01-07,6,61.6,62,61.2,62
22-01-07,2,62.3,62.3,62.3,62.3
23-01-07,3,60.7,60.7,60.7,60.7
25-01-07,5,61,61,60.6,60.6
29-01-07,2,60.6,60.63,60.6,60.63
31-01-07,4,60,60,59.9,59.9
01-02-07,5,60.2,60.3,60.1,60.1
02-02-07,6,61,61.6,60.5,60.51
06-02-07,3,62.1,62.1,61.5,61.5
09-02-07,6,62.8,62.8,61,61
12-02-07,2,60.1,60.1,60.1,60.1
13-02-07,3,60.1,60.3,60,60
14-02-07,4,56,57.6,55.8,57.4
15-02-07,5,58.3,58.8,58.3,58.4
19-02-07,2,59.8,59.8,59.8,59.8
20-02-07,3,59.8,59.8,59.2,59.2
22-02-07,5,58.9,58.9,58,58
23-02-07,6,55.8,55.8,55,55
26-02-07,2,55,55.85,54.8,55.75
27-02-07,3,55,55,54.8,54.8
28-02-07,4,53.3,53.7,53.1,53.7
01-03-07,5,53.7,53.7,53.7,53.7
05-03-07,2,51.5,51.5,50.8,50.8
06-03-07,3,51.1,51.7,51.1,51.7
07-03-07,4,51.2,51.2,50.5,50.5
08-03-07,5,51.3,51.3,51.3,51.3
09-03-07,6,52.1,52.5,52.1,52.5
12-03-07,2,52.7,52.7,52.1,52.1
13-03-07,3,52,52.5,52,52.5
14-03-07,4,51.2,51.2,51.2,51.2
15-03-07,5,51.7,51.7,50.5,50.5
16-03-07,6,49,49,49,49
19-03-07,2,49.6,49.9,49.6,49.9
21-03-07,4,52.6,53.3,51.9,53.3
22-03-07,5,54.4,54.95,54.4,54.95
23-03-07,6,54.4,55.3,54.1,55.3
26-03-07,2,55.01,55.01,54.7,54.72
29-03-07,5,52.6,52.6,52.6,52.6
02-04-07,2,50.7,50.7,50,50.28
03-04-07,3,50.4,50.8,49.26,49.26
04-04-07,4,51.4,51.4,50.4,50.4
05-04-07,5,52.1,52.1,52.1,52.1
09-04-07,2,52.8,53.3,52.31,52.6
10-04-07,3,52.6,53.3,52.3,52.9
11-04-07,4,52.8,53.9,52.8,53.9
12-04-07,5,52.8,52.8,52.8,52.8
13-04-07,6,53.65,54.3,53.5,54.3
17-04-07,3,54.4,54.4,54.4,54.4
18-04-07,4,54.99,55.6,54.99,55.6
19-04-07,5,54.6,54.6,54.6,54.6
20-04-07,6,56.6,56.6,55.9,55.9
23-04-07,2,55.8,55.8,55.4,55.4
24-04-07,3,55.9,58.9,55.9,57.9
25-04-07,4,58.6,58.6,57.6,58.5
26-04-07,5,59.95,59.95,59.95,59.95
27-04-07,6,59,59,59,59
30-04-07,2,56.3,56.3,56.1,56.1
03-05-07,5,56,57.8,56,57.6
08-05-07,3,56.5,56.5,56.5,56.5
09-05-07,4,55,56.5,55,56.5
14-05-07,2,59,59,59,59
15-05-07,3,59,59.6,58.3,59.6
16-05-07,4,60.7,61.5,59.7,61.5
17-05-07,5,62.1,63.1,62.1,62.4
18-05-07,6,63.2,63.2,63.2,63.2
21-05-07,2,64.7,65,64,64
23-05-07,4,64,64,64,64
24-05-07,5,62.3,62.4,62.3,62.4
25-05-07,6,60.9,60.9,60.9,60.9
28-05-07,2,62.7,62.7,62.7,62.7
29-05-07,3,63.4,63.4,63.4,63.4
30-05-07,4,62.5,63,62.5,63
01-06-07,6,64,64,64,64
04-06-07,2,64.8,65,64,64
05-06-07,3,64.8,65.3,64.3,65.2
06-06-07,4,66.2,66.2,64.7,64.8
07-06-07,5,63.5,63.5,63.5,63.5
08-06-07,6,62.6,63.4,62.6,63.4
11-06-07,2,63.5,63.5,63.5,63.5
13-06-07,4,61.2,61.2,60.9,60.9
15-06-07,6,61.8,61.8,61.8,61.8
18-06-07,2,62.6,62.6,62.6,62.6
19-06-07,3,63.1,63.8,63.1,63.8
20-06-07,4,65.5,65.6,64.6,65.6
21-06-07,5,66.5,66.5,64.7,65.9
22-06-07,6,67,67,67,67
25-06-07,2,66.4,66.4,66.4,66.4
27-06-07,4,66.3,66.3,64.8,65.9
28-06-07,5,66,66.5,66,66.5
29-06-07,6,67,68,67,68
03-07-07,3,69,70,69,70
04-07-07,4,69.5,69.5,68.3,68.3
05-07-07,5,68.1,68.9,67.8,67.8
06-07-07,6,67.9,69,67.9,69
09-07-07,2,69.1,69.7,69,69.04
10-07-07,3,69.8,70,69.65,69.76
11-07-07,4,69.4,69.7,69.4,69.5
12-07-07,5,69.83,70,69.83,70
13-07-07,6,70,70.4,70,70.4
16-07-07,2,71,71,70.2,70.2
17-07-07,3,72.7,72.75,72,72
18-07-07,4,71.6,72,71.6,72
19-07-07,5,72.5,72.5,72.5,72.5
20-07-07,6,73,73.1,71.9,71.9
24-07-07,3,72.5,72.5,72.5,72.5
25-07-07,4,71.5,71.5,71.3,71.3
26-07-07,5,70.1,71.1,70.1,70.5
27-07-07,6,68.5,68.8,67.5,68.5
30-07-07,2,68.7,70.5,68.7,69.88
31-07-07,3,69.3,69.3,67.5,68.5
01-08-07,4,71,71,67.5,67.5
02-08-07,5,68,69.35,67.01,69.1
03-08-07,6,70,70,70,70
06-08-07,2,67.6,69.2,67,69.2
07-08-07,3,70.5,70.5,70.5,70.5
08-08-07,4,69.6,70.7,69.6,70.7
09-08-07,5,70.8,71.01,68.9,69.11
10-08-07,6,67.2,67.9,67.2,67.41
13-08-07,2,68,68,67,67.23
14-08-07,3,67.7,68.2,67.7,67.9
16-08-07,5,65,65.3,64.4,64.62
17-08-07,6,64.4,64.8,62.9,63.4
20-08-07,2,66.4,66.4,65.2,65.7
21-08-07,3,66,66,62.9,63.31
22-08-07,4,62.9,63.2,62,63.19
23-08-07,5,64.8,64.8,61.6,61.96
24-08-07,6,62.7,63.2,62.1,62.14
27-08-07,2,64.8,65.6,64.6,64.66
28-08-07,3,64.5,66.4,64.5,65.7
29-08-07,4,64.5,66,64.5,66
30-08-07,5,66,66,66,66
31-08-07,6,66.8,68,66.8,67.99
03-09-07,2,68.5,68.5,68.5,68.5
04-09-07,3,69,69,68.9,68.9
05-09-07,4,69.7,69.7,69.1,69.1
06-09-07,5,68.5,69.5,68.5,69.5
07-09-07,6,69.6,70.2,69.2,69.99
10-09-07,2,68.5,69.5,68.5,69.21
11-09-07,3,68.91,68.91,68.91,68.91
12-09-07,4,69.4,69.4,68.59,68.67
13-09-07,5,69.9,69.9,69.9,69.9
14-09-07,6,69.5,71,69.5,69.86
17-09-07,2,69.83,69.83,69.83,69.83
18-09-07,3,70,71.3,70,71.11
19-09-07,4,72.7,74.8,72.7,74.8
20-09-07,5,74.6,74.8,74.3,74.58
21-09-07,6,75,75,75,75
24-09-07,2,76,77.25,76,76.53
25-09-07,3,76,76.9,76,76.9
26-09-07,4,76,78.08,76,77.2
27-09-07,5,77.8,79.1,77.8,79.1
28-09-07,6,80.3,80.7,78.9,80.7
01-10-07,2,81.5,81.5,79.6,79.75
03-10-07,4,80.9,82.3,79.5,81.2
04-10-07,5,80.95,81.2,78.5,81
05-10-07,6,80.1,80.1,79.7,79.7
08-10-07,2,76.6,77.1,76.4,76.7
09-10-07,3,75.5,79.8,75.5,79.5
10-10-07,4,81.2,81.2,80,80.98
11-10-07,5,81.8,82.35,81.8,82.1
12-10-07,6,82.1,82.1,80,80.02
15-10-07,2,80,83.5,80,82.01
16-10-07,3,82.5,85.3,82.5,85.3
17-10-07,4,79.5,82.9,79.2,81.8
18-10-07,5,81.5,81.5,76.4,77
19-10-07,6,77.1,77.1,74.1,75.01
22-10-07,2,74.1,76.4,74,76.4
23-10-07,3,79.2,81.7,79.2,81.5
24-10-07,4,83.4,83.4,81.2,83.1
25-10-07,5,82.1,85,82.1,85
26-10-07,6,84.4,87.8,84.4,87.4
29-10-07,2,89.7,90.6,89,90.6
30-10-07,3,91.6,91.6,90,90
31-10-07,4,91.3,91.3,91.3,91.3
02-11-07,6,90.8,97,90.8,97
05-11-07,2,95.7,97.4,94.1,94.8
06-11-07,3,96,99,92.2,92.27
07-11-07,4,93.1,93.1,92,92.08
08-11-07,5,90.4,90.4,88.8,89.7
09-11-07,6,94,94,94,94
12-11-07,2,88,88,84.7,88
13-11-07,3,88,91.9,87.4,91.9
14-11-07,4,93,96.8,93,96.8
15-11-07,5,96.2,96.2,95.2,96
16-11-07,6,94,95.5,94,95.18
19-11-07,2,94.8,95.8,93.5,95.2
20-11-07,3,94.6,95.7,93,94.12
21-11-07,4,92.8,92.8,88.5,88.81
22-11-07,5,89.6,90.5,88,89.35
23-11-07,6,90.7,90.9,89.5,90.9
26-11-07,2,92.7,92.7,92.5,92.5
27-11-07,3,91.22,91.7,91,91.7
28-11-07,4,92.5,92.5,91.5,91.5
29-11-07,5,93,93.5,91.5,92
30-11-07,6,93,95,92.9,94.75
03-12-07,2,95,95,93.5,93.5
04-12-07,3,95,95,93.5,93.86
05-12-07,4,95,97,95,95.42
06-12-07,5,98,98,97,97
07-12-07,6,98,98.4,98,98.4
10-12-07,2,98.4,99.4,98.4,99.4
11-12-07,3,100.4,101.5,100.4,101.5
12-12-07,4,100.5,101.8,100.5,101.8
13-12-07,5,102,102,99.8,99.9
14-12-07,6,99,99.2,99,99.2
17-12-07,2,98,98,94.6,94.72
18-12-07,3,94.5,94.5,93,94
19-12-07,4,95,95,92.7,92.7
20-12-07,5,93.1,94.1,93.1,94.1
24-12-07,2,94.5,96.4,94.5,96.4
26-12-07,4,97.4,98.1,97.2,98.1
27-12-07,5,98.6,98.6,98.5,98.5
28-12-07,6,97.6,98.8,97.6,98.35
31-12-07,2,99.2,99.2,98.5,99.2
01-01-08,3,99.5,100.1,99.4,100.02
02-01-08,4,100.1,104,100.1,104
03-01-08,5,103.5,103.8,102.8,103.8
04-01-08,6,101.7,103.4,101.7,103.4
07-01-08,2,101.5,102.4,101.5,102.4
08-01-08,3,105.5,108,105.5,108
10-01-08,5,109,109,108,108.5
11-01-08,6,107.9,108,104,104
14-01-08,2,106.7,109.2,106.7,109.01
15-01-08,3,110,111.5,104,107
16-01-08,4,104,105,103.2,103.2
17-01-08,5,103.2,104,103.2,104
18-01-08,6,101,102.5,99.9,100.5
21-01-08,2,95.3,95.3,94.5,95.3
22-01-08,3,94.5,94.5,82.56,87.44
23-01-08,4,92.3,100.1,90,94
24-01-08,5,96.1,97,90.1,92.9
25-01-08,6,96.1,99.2,95,99.2
28-01-08,2,99.2,100.2,94.2,100.08
29-01-08,3,99.4,101.1,95.1,96.5
30-01-08,4,96.9,96.9,93.3,93.3
31-01-08,5,94.5,94.5,93.2,93.2
01-02-08,6,93.2,93.2,92,93.2
04-02-08,2,96.4,97.2,96.4,97.2
05-02-08,3,95.2,95.2,95,95
06-02-08,4,90.5,93.1,90.5,93
07-02-08,5,92,92,90.8,90.8
08-02-08,6,90.5,90.5,87.5,88.4
11-02-08,2,88.4,88.4,83.4,84.8
12-02-08,3,86.2,86.8,85.8,86.07
13-02-08,4,86.9,88.1,86.5,88.1
14-02-08,5,91.1,91.2,89.8,91.2
15-02-08,6,89.8,93.5,89.8,93.5
18-02-08,2,94,94.9,93.6,93.6
19-02-08,3,95,96,94.3,95
20-02-08,4,91.2,92.3,91.2,91.8
21-02-08,5,91.3,91.3,88.5,88.5
22-02-08,6,88.8,88.8,87,87.4
25-02-08,2,86.5,86.5,86.1,86.1
26-02-08,3,88.48,88.48,88.48,88.48
27-02-08,4,88.87,89.6,87.5,87.56
28-02-08,5,87,88.5,86,86.1
29-02-08,6,85.8,86.89,84.2,86.25
03-03-08,2,84.2,84.2,81,81.4
04-03-08,3,80.6,81.5,77.2,77.7
05-03-08,4,77.3,77.8,75.6,76.3
07-03-08,6,72.6,73.8,71.5,72.3
10-03-08,2,70.8,73.5,70.1,73
11-03-08,3,74.5,74.6,73.5,74.1
12-03-08,4,75.9,76,61.6,74.1
13-03-08,5,70.2,71.5,69,69
14-03-08,6,70.8,71.5,69.6,70.5
17-03-08,2,70.1,70.1,66.1,66.44
18-03-08,3,65.7,66.11,63,65.6
19-03-08,4,67.8,68.9,64.1,64.55
24-03-08,2,64.3,66.6,64.3,66.56
25-03-08,3,69,71.2,68.9,71.2
26-03-08,4,71.3,72.6,71.3,72.03
27-03-08,5,69.7,70.5,69.7,70.5
28-03-08,6,70,70.5,68,69.85
31-03-08,2,68.8,73,65.7,66.03
01-04-08,3,66.4,67.6,66.4,66.5
02-04-08,4,68.3,69.5,67.5,68.1
03-04-08,5,68,68.7,68,68
04-04-08,6,67,67.8,65.1,65.63
07-04-08,2,66.2,68.5,65.1,68.5
